City,State,Zipcode,Gender,Less than 5 minutes,5 to 9 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 39 minutes,40 to 44 minutes,45 to 59 minutes,60 to 89 minutes,90 or more minutes,Year
Beaverton city, Oregon,05350,Female,325.0,1210.0,3157.0,3798.0,3408.0,1926.0,2618.0,851.0,484.0,1852.0,1184.0,56.0,2016
Bend city, Oregon,05800,Female,1157.0,5282.0,6757.0,3485.0,1548.0,698.0,445.0,0.0,75.0,81.0,95.0,99.0,2016
Eugene city, Oregon,23850,Female,1594.0,4841.0,10847.0,7462.0,4713.0,1096.0,2634.0,339.0,150.0,430.0,1366.0,857.0,2016
Gresham city, Oregon,31250,Female,357.0,2629.0,3090.0,3214.0,4123.0,907.0,2389.0,508.0,1264.0,2343.0,2408.0,545.0,2016
Hillsboro city, Oregon,34100,Female,848.0,3417.0,4839.0,5352.0,2249.0,1574.0,1587.0,826.0,915.0,1032.0,919.0,418.0,2016
Medford city, Oregon,47000,Female,585.0,3338.0,4063.0,5162.0,1635.0,946.0,776.0,49.0,154.0,44.0,104.0,112.0,2016
Portland city, Oregon,59000,Female,2540.0,9245.0,16519.0,22541.0,27300.0,13523.0,25153.0,6425.0,4904.0,10776.0,7736.0,3521.0,2016
Salem city, Oregon,64900,Female,706.0,3590.0,7216.0,10137.0,7094.0,1451.0,1613.0,472.0,355.0,1326.0,958.0,406.0,2016
Allentown city, Pennsylvania,02000,Female,938.0,2802.0,3468.0,5233.0,4769.0,978.0,3839.0,0.0,107.0,610.0,472.0,115.0,2016
Bethlehem city, Pennsylvania,06088,Female,785.0,2277.0,2748.0,3697.0,3340.0,1359.0,1683.0,174.0,237.0,449.0,851.0,336.0,2016
Erie city, Pennsylvania,24000,Female,766.0,2971.0,4776.0,4988.0,2849.0,999.0,1495.0,0.0,236.0,369.0,258.0,154.0,2016
Philadelphia city, Pennsylvania,60000,Female,4135.0,14812.0,29568.0,32540.0,46891.0,21036.0,60159.0,10364.0,18303.0,43368.0,33658.0,11756.0,2016
Pittsburgh city, Pennsylvania,61000,Female,2399.0,5193.0,8933.0,13271.0,11798.0,5206.0,10968.0,1797.0,2330.0,4197.0,3137.0,749.0,2016
