City,State,Zipcode,Gender,Less than 5 minutes,5 to 9 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 39 minutes,40 to 44 minutes,45 to 59 minutes,60 to 89 minutes,90 or more minutes,Year
Austin city, Texas,05000,Male,5584.0,22860.0,40763.0,47856.0,42575.0,18111.0,42031.0,6396.0,10019.0,17560.0,11959.0,4652.0,2015
Baytown city, Texas,06128,Male,64.0,1259.0,4286.0,4044.0,1937.0,1497.0,2146.0,289.0,290.0,1115.0,964.0,1151.0,2015
Beaumont city, Texas,07000,Male,598.0,2596.0,5683.0,4031.0,7009.0,837.0,3664.0,436.0,815.0,551.0,1319.0,29.0,2015
Brownsville city, Texas,10768,Male,798.0,3807.0,5589.0,9332.0,6821.0,1296.0,4691.0,70.0,705.0,1008.0,902.0,432.0,2015
Bryan city, Texas,10912,Male,255.0,2646.0,5184.0,6499.0,2157.0,656.0,1487.0,0.0,183.0,293.0,481.0,605.0,2015
Carrollton city, Texas,13024,Male,526.0,2181.0,2522.0,5125.0,6490.0,4207.0,7320.0,1118.0,1854.0,2613.0,1052.0,76.0,2015
Cedar Park city, Texas,13552,Male,306.0,808.0,1729.0,1622.0,2114.0,1742.0,2330.0,650.0,759.0,1946.0,1514.0,351.0,2015
College Station city, Texas,15976,Male,1162.0,3153.0,7953.0,8269.0,3948.0,391.0,1482.0,70.0,98.0,143.0,659.0,432.0,2015
Conroe city, Texas,16432,Male,323.0,1394.0,3351.0,2586.0,1449.0,398.0,2417.0,203.0,416.0,1407.0,1873.0,776.0,2015
Corpus Christi city, Texas,17000,Male,2064.0,5403.0,14494.0,17170.0,18514.0,5847.0,7246.0,907.0,1441.0,3814.0,1364.0,2103.0,2015
Dallas city, Texas,19000,Male,5453.0,23845.0,36285.0,47838.0,51729.0,19076.0,65599.0,10391.0,13829.0,27164.0,19605.0,8434.0,2015
Denton city, Texas,19972,Male,1856.0,3028.0,5502.0,6666.0,3411.0,672.0,2130.0,1033.0,2095.0,2981.0,1309.0,299.0,2015
Edinburg city, Texas,22660,Male,22.0,1639.0,3146.0,3002.0,2953.0,702.0,3172.0,302.0,211.0,1002.0,470.0,1022.0,2015
El Paso city, Texas,24000,Male,1859.0,9166.0,26996.0,30341.0,31674.0,9166.0,25590.0,2871.0,4501.0,6544.0,2163.0,3917.0,2015
Flower Mound town, Texas,26232,Male,398.0,918.0,2016.0,1715.0,1712.0,1508.0,3789.0,1155.0,1303.0,2758.0,1192.0,144.0,2015
Fort Worth city, Texas,27000,Male,4338.0,13435.0,22430.0,31429.0,29851.0,14526.0,32959.0,8320.0,8593.0,20372.0,15376.0,4943.0,2015
Frisco city, Texas,27684,Male,674.0,1516.0,2681.0,3465.0,4346.0,2658.0,7175.0,1460.0,1790.0,6612.0,3003.0,551.0,2015
Garland city, Texas,29000,Male,561.0,3587.0,5969.0,10681.0,7504.0,3495.0,11449.0,2246.0,3311.0,6245.0,5309.0,1045.0,2015
Grand Prairie city, Texas,30464,Male,337.0,2840.0,5459.0,6402.0,8161.0,3518.0,10338.0,1293.0,2387.0,5785.0,1861.0,985.0,2015
Harlingen city, Texas,32372,Male,511.0,1191.0,3188.0,2610.0,1533.0,940.0,1335.0,71.0,321.0,534.0,159.0,91.0,2015
Houston city, Texas,35000,Male,8863.0,33916.0,62515.0,73974.0,93590.0,34016.0,132210.0,20254.0,28075.0,60908.0,42446.0,10884.0,2015
Irving city, Texas,37000,Male,451.0,5352.0,10377.0,12871.0,11563.0,3577.0,9464.0,1923.0,2545.0,5904.0,2306.0,1616.0,2015
Killeen city, Texas,39148,Male,233.0,3761.0,7208.0,8416.0,4313.0,1811.0,3546.0,178.0,643.0,1088.0,1316.0,689.0,2015
Laredo city, Texas,41464,Male,954.0,6620.0,10512.0,12341.0,7843.0,3175.0,6921.0,761.0,1107.0,2583.0,1211.0,1306.0,2015
League City city, Texas,41980,Male,346.0,920.0,3160.0,2912.0,5759.0,1458.0,4472.0,1210.0,1505.0,2465.0,2778.0,1001.0,2015
Lewisville city, Texas,42508,Male,882.0,2834.0,3467.0,2880.0,4535.0,1902.0,5185.0,1068.0,1335.0,3282.0,1521.0,280.0,2015
Longview city, Texas,43888,Male,137.0,3529.0,4741.0,3710.0,1944.0,1320.0,1827.0,0.0,586.0,395.0,342.0,285.0,2015
Lubbock city, Texas,45000,Male,2102.0,8634.0,16384.0,15350.0,7558.0,1093.0,3321.0,268.0,298.0,1272.0,2260.0,1526.0,2015
McAllen city, Texas,45384,Male,824.0,4222.0,5566.0,6038.0,4861.0,2022.0,3620.0,390.0,565.0,1089.0,500.0,359.0,2015
McKinney city, Texas,45744,Male,289.0,1927.0,3678.0,5840.0,4360.0,2756.0,4709.0,1301.0,2175.0,6126.0,3883.0,1776.0,2015
Mesquite city, Texas,47892,Male,481.0,1709.0,2501.0,4443.0,3847.0,1821.0,5388.0,950.0,2506.0,4165.0,3256.0,1143.0,2015
Midland city, Texas,48072,Male,1328.0,4894.0,10019.0,9148.0,6612.0,1909.0,3006.0,290.0,339.0,1366.0,964.0,962.0,2015
Mission city, Texas,48768,Male,481.0,1755.0,2123.0,3592.0,2383.0,600.0,1263.0,380.0,711.0,183.0,867.0,273.0,2015
Missouri City city, Texas,48804,Male,73.0,1201.0,1164.0,1077.0,2279.0,1074.0,3526.0,1375.0,2021.0,2382.0,1771.0,128.0,2015
New Braunfels city, Texas,50820,Male,648.0,2141.0,2586.0,2819.0,1152.0,248.0,2054.0,801.0,226.0,1593.0,1658.0,672.0,2015
North Richland Hills city, Texas,52356,Male,462.0,1029.0,1376.0,3315.0,2595.0,1495.0,3822.0,372.0,846.0,1296.0,732.0,213.0,2015
Odessa city, Texas,53388,Male,1011.0,3651.0,7067.0,6006.0,5907.0,674.0,3280.0,59.0,680.0,1558.0,2006.0,945.0,2015
Pasadena city, Texas,56000,Male,506.0,2609.0,3668.0,4261.0,6203.0,3073.0,5899.0,1189.0,1899.0,3284.0,3360.0,1877.0,2015
Pearland city, Texas,56348,Male,1061.0,961.0,2099.0,2223.0,3372.0,1528.0,6517.0,790.0,2956.0,6366.0,3152.0,135.0,2015
Pharr city, Texas,57200,Male,0.0,597.0,3151.0,2849.0,2338.0,1479.0,1222.0,0.0,45.0,51.0,434.0,363.0,2015
Plano city, Texas,58016,Male,619.0,5994.0,8298.0,11675.0,11878.0,4251.0,12318.0,2475.0,4943.0,7994.0,4940.0,481.0,2015
Richardson city, Texas,61796,Male,215.0,3782.0,4623.0,3115.0,3789.0,2423.0,3655.0,377.0,1924.0,2692.0,1054.0,146.0,2015
Round Rock city, Texas,63500,Male,913.0,2576.0,3713.0,4225.0,5348.0,2594.0,4056.0,1073.0,1655.0,2931.0,2438.0,597.0,2015
San Angelo city, Texas,64472,Male,1062.0,4790.0,5680.0,6430.0,2733.0,991.0,763.0,328.0,512.0,98.0,1024.0,912.0,2015
San Antonio city, Texas,65000,Male,4523.0,22990.0,39358.0,54820.0,68810.0,26007.0,62829.0,10936.0,9613.0,20385.0,11025.0,8642.0,2015
Sugar Land city, Texas,70808,Male,0.0,1285.0,2566.0,3416.0,2483.0,812.0,3566.0,498.0,1056.0,3981.0,2462.0,558.0,2015
Temple city, Texas,72176,Male,544.0,3444.0,4097.0,2427.0,1698.0,262.0,2056.0,514.0,326.0,454.0,564.0,424.0,2015
The Woodlands CDP, Texas,72656,Male,157.0,1645.0,3375.0,4553.0,3555.0,855.0,1901.0,2330.0,783.0,4428.0,4181.0,2099.0,2015
Tyler city, Texas,74144,Male,596.0,3810.0,3322.0,3600.0,3542.0,1485.0,3560.0,447.0,122.0,964.0,1027.0,568.0,2015
Victoria city, Texas,75428,Male,611.0,2058.0,4452.0,2651.0,1596.0,888.0,908.0,59.0,38.0,1095.0,330.0,529.0,2015
Waco city, Texas,76000,Male,787.0,3602.0,5818.0,8265.0,4229.0,915.0,1483.0,327.0,241.0,926.0,422.0,551.0,2015
Wichita Falls city, Texas,79000,Male,486.0,6233.0,7021.0,8197.0,1902.0,91.0,494.0,80.0,0.0,203.0,470.0,530.0,2015
Layton city, Utah,43660,Male,263.0,2989.0,3578.0,3086.0,2875.0,1002.0,2529.0,957.0,1130.0,1301.0,822.0,382.0,2015
Ogden city, Utah,55980,Male,175.0,1778.0,4225.0,6064.0,2987.0,875.0,2192.0,238.0,436.0,807.0,793.0,284.0,2015
Orem city, Utah,57300,Male,563.0,3171.0,5270.0,6075.0,3495.0,1541.0,1727.0,227.0,477.0,1197.0,286.0,322.0,2015
Provo city, Utah,62470,Male,1289.0,7073.0,7867.0,5814.0,4536.0,1661.0,1594.0,291.0,639.0,837.0,1135.0,341.0,2015
St. George city, Utah,65330,Male,1032.0,3528.0,5221.0,3078.0,2524.0,477.0,182.0,0.0,298.0,277.0,0.0,684.0,2015
Salt Lake City city, Utah,67000,Male,716.0,4545.0,11431.0,12957.0,9076.0,3593.0,5849.0,1171.0,995.0,2623.0,980.0,775.0,2015
Sandy city, Utah,67440,Male,280.0,1377.0,3467.0,3987.0,5301.0,2151.0,4177.0,629.0,691.0,1451.0,586.0,297.0,2015
South Jordan city, Utah,70850,Male,219.0,885.0,2213.0,2208.0,2776.0,1616.0,3552.0,723.0,677.0,2065.0,604.0,413.0,2015
West Jordan city, Utah,82950,Male,358.0,2044.0,3632.0,4249.0,6864.0,2374.0,5548.0,1412.0,1125.0,2083.0,793.0,770.0,2015
West Valley City city, Utah,83470,Male,905.0,2358.0,4065.0,8826.0,7441.0,2972.0,4530.0,413.0,993.0,978.0,994.0,184.0,2015
Alexandria city, Virginia,01000,Male,347.0,1891.0,4306.0,6640.0,7611.0,2878.0,7464.0,3162.0,3080.0,6880.0,2560.0,1395.0,2015
Arlington CDP, Virginia,03000,Male,1410.0,3988.0,6079.0,7151.0,8394.0,5092.0,17372.0,4111.0,3473.0,8625.0,5913.0,874.0,2015
Centreville CDP, Virginia,14440,Male,262.0,1134.0,1769.0,2233.0,2577.0,1524.0,4406.0,638.0,975.0,2568.0,2710.0,609.0,2015
Chesapeake city, Virginia,16000,Male,544.0,3343.0,5322.0,6662.0,10275.0,4813.0,12618.0,3165.0,2347.0,5461.0,2052.0,530.0,2015
Dale City CDP, Virginia,21088,Male,0.0,279.0,1339.0,2842.0,434.0,466.0,2572.0,649.0,1042.0,4127.0,4851.0,1298.0,2015
Hampton city, Virginia,35000,Male,464.0,2276.0,5954.0,8056.0,5461.0,1125.0,3453.0,1648.0,1060.0,1523.0,1175.0,360.0,2015
Lynchburg city, Virginia,47672,Male,1285.0,2529.0,3729.0,3758.0,1630.0,211.0,620.0,400.0,107.0,112.0,414.0,262.0,2015
Newport News city, Virginia,56000,Male,781.0,4592.0,6506.0,8641.0,6078.0,2297.0,5449.0,1731.0,889.0,4138.0,1653.0,925.0,2015
Norfolk city, Virginia,57000,Male,2950.0,5765.0,11306.0,12110.0,13522.0,4745.0,10411.0,1826.0,1616.0,4440.0,1149.0,1058.0,2015
Portsmouth city, Virginia,64000,Male,712.0,2097.0,3626.0,3865.0,4264.0,1916.0,3124.0,226.0,518.0,1352.0,674.0,196.0,2015
Richmond city, Virginia,67000,Male,1375.0,2821.0,7129.0,11387.0,10272.0,3907.0,7390.0,995.0,399.0,1741.0,1429.0,1427.0,2015
Roanoke city, Virginia,68000,Male,356.0,1688.0,2550.0,4907.0,3202.0,543.0,5292.0,1009.0,226.0,1283.0,714.0,531.0,2015
Suffolk city, Virginia,76432,Male,85.0,1070.0,1600.0,2572.0,2353.0,2283.0,3404.0,1558.0,1165.0,3012.0,1201.0,431.0,2015
Virginia Beach city, Virginia,82000,Male,4125.0,6875.0,12515.0,19974.0,23744.0,9911.0,21166.0,5280.0,5315.0,8559.0,3585.0,1957.0,2015
Auburn city, Washington,03180,Male,445.0,1652.0,1510.0,3000.0,2396.0,966.0,2762.0,739.0,837.0,2338.0,2100.0,491.0,2015
Bellevue city, Washington,05210,Male,472.0,4086.0,5840.0,6495.0,7676.0,2042.0,5990.0,1079.0,2271.0,2019.0,1806.0,302.0,2015
Bellingham city, Washington,05280,Male,733.0,3142.0,4799.0,3622.0,2391.0,563.0,1467.0,269.0,331.0,1086.0,474.0,300.0,2015
Everett city, Washington,22640,Male,645.0,2463.0,4719.0,4764.0,3890.0,2023.0,3386.0,702.0,605.0,2389.0,2811.0,1023.0,2015
Federal Way city, Washington,23515,Male,223.0,1532.0,1556.0,2172.0,3738.0,2274.0,4073.0,226.0,1459.0,3788.0,2747.0,1233.0,2015
Kennewick city, Washington,35275,Male,190.0,2627.0,3607.0,3151.0,1699.0,772.0,1356.0,686.0,710.0,1627.0,1302.0,199.0,2015
Kent city, Washington,35415,Male,538.0,1167.0,2376.0,4978.0,4458.0,2078.0,5666.0,1503.0,2045.0,3476.0,3894.0,1526.0,2015
Kirkland city, Washington,35940,Male,263.0,1024.0,2343.0,2818.0,4375.0,1804.0,4527.0,583.0,1396.0,2487.0,2581.0,286.0,2015
Marysville city, Washington,43955,Male,45.0,1174.0,1867.0,2072.0,2281.0,1677.0,2702.0,389.0,554.0,1423.0,2303.0,1673.0,2015
Pasco city, Washington,53545,Male,108.0,1021.0,3275.0,5468.0,3259.0,813.0,338.0,90.0,138.0,876.0,626.0,114.0,2015
Renton city, Washington,57745,Male,433.0,1168.0,1507.0,2535.0,4658.0,2284.0,4775.0,1610.0,1869.0,3516.0,2207.0,566.0,2015
Seattle city, Washington,63000,Male,1990.0,10890.0,20581.0,27078.0,33004.0,17329.0,41556.0,9132.0,10070.0,18359.0,8606.0,3643.0,2015
Spokane city, Washington,67000,Male,1118.0,5469.0,5894.0,11960.0,8698.0,2608.0,5074.0,384.0,848.0,908.0,1003.0,545.0,2015
Spokane Valley city, Washington,67167,Male,221.0,3343.0,3743.0,3798.0,3564.0,2342.0,2996.0,149.0,310.0,653.0,0.0,777.0,2015
Tacoma city, Washington,70000,Male,374.0,3387.0,5252.0,6731.0,6449.0,3040.0,6355.0,1017.0,3529.0,4393.0,3802.0,2379.0,2015
Vancouver city, Washington,74060,Male,722.0,3679.0,7285.0,7083.0,5487.0,2570.0,5245.0,688.0,2220.0,4341.0,1944.0,996.0,2015
Yakima city, Washington,80010,Male,586.0,2867.0,3937.0,5542.0,2464.0,401.0,1677.0,116.0,117.0,421.0,360.0,268.0,2015
Appleton city, Wisconsin,02375,Male,176.0,3372.0,5084.0,3823.0,2686.0,1244.0,1127.0,274.0,273.0,627.0,307.0,308.0,2015
Eau Claire city, Wisconsin,22300,Male,760.0,2962.0,4901.0,5417.0,1864.0,376.0,843.0,54.0,129.0,355.0,522.0,68.0,2015
Green Bay city, Wisconsin,31000,Male,455.0,4360.0,6327.0,6597.0,3173.0,808.0,1686.0,300.0,463.0,952.0,752.0,1006.0,2015
Kenosha city, Wisconsin,39225,Male,973.0,2989.0,2975.0,5195.0,2518.0,1306.0,1776.0,770.0,1169.0,2068.0,740.0,696.0,2015
Madison city, Wisconsin,48000,Male,910.0,7552.0,15430.0,13923.0,11734.0,5118.0,8290.0,1292.0,1174.0,1436.0,1748.0,420.0,2015
Milwaukee city, Wisconsin,53000,Male,2087.0,9302.0,18711.0,23680.0,23057.0,8969.0,18447.0,4113.0,3520.0,7516.0,4401.0,1295.0,2015
Oshkosh city, Wisconsin,60500,Male,572.0,3110.0,4382.0,2235.0,1780.0,522.0,1886.0,287.0,176.0,267.0,439.0,167.0,2015
Racine city, Wisconsin,66000,Male,728.0,2173.0,3029.0,3915.0,2154.0,434.0,1588.0,351.0,473.0,1458.0,519.0,84.0,2015
Waukesha city, Wisconsin,84250,Male,436.0,2285.0,3521.0,2951.0,3207.0,1342.0,2503.0,735.0,701.0,2018.0,267.0,117.0,2015
Bayamón zona urbana, Puerto Rico,06593,Male,980.0,1339.0,2122.0,3127.0,4405.0,2147.0,4911.0,848.0,2045.0,3045.0,3274.0,1222.0,2015
Caguas zona urbana, Puerto Rico,10334,Male,243.0,1220.0,1257.0,2156.0,971.0,254.0,1652.0,96.0,630.0,1227.0,956.0,558.0,2015
Carolina zona urbana, Puerto Rico,14290,Male,246.0,766.0,3392.0,3075.0,4373.0,1181.0,4676.0,356.0,1571.0,2547.0,2764.0,552.0,2015
Guaynabo zona urbana, Puerto Rico,32522,Male,211.0,755.0,1182.0,3382.0,3163.0,730.0,1529.0,378.0,557.0,1306.0,890.0,0.0,2015
Mayagüez zona urbana, Puerto Rico,52431,Male,0.0,446.0,2599.0,1672.0,1592.0,53.0,1119.0,0.0,120.0,302.0,363.0,59.0,2015
Ponce zona urbana, Puerto Rico,63820,Male,0.0,1071.0,2298.0,5338.0,2661.0,519.0,1519.0,88.0,269.0,616.0,845.0,654.0,2015
San Juan zona urbana, Puerto Rico,76770,Male,670.0,3328.0,7539.0,8759.0,11439.0,2075.0,14715.0,879.0,1158.0,4370.0,2289.0,992.0,2015
Birmingham city, Alabama,07000,Female,851.0,4158.0,9113.0,10249.0,8744.0,3855.0,6286.0,1395.0,786.0,1228.0,1066.0,580.0,2015
Dothan city, Alabama,21184,Female,393.0,2163.0,2779.0,3434.0,1958.0,410.0,945.0,195.0,150.0,408.0,57.0,96.0,2015
Hoover city, Alabama,35896,Female,277.0,1532.0,2266.0,4502.0,4049.0,1247.0,3839.0,116.0,925.0,1026.0,580.0,0.0,2015
Huntsville city, Alabama,37000,Female,371.0,5251.0,7543.0,10388.0,8218.0,2299.0,4067.0,586.0,338.0,1203.0,349.0,51.0,2015
Mobile city, Alabama,50000,Female,699.0,2529.0,7987.0,10000.0,6928.0,2438.0,6193.0,441.0,390.0,1887.0,729.0,315.0,2015
Montgomery city, Alabama,51000,Female,576.0,3830.0,10314.0,10789.0,8077.0,2381.0,4353.0,265.0,113.0,1440.0,558.0,214.0,2015
Tuscaloosa city, Alabama,77256,Female,516.0,1694.0,3810.0,3585.0,5468.0,1337.0,1091.0,65.0,236.0,139.0,458.0,0.0,2015
Anchorage municipality, Alaska,03000,Female,1945.0,8585.0,15085.0,15635.0,14022.0,2806.0,5431.0,1032.0,653.0,1444.0,658.0,279.0,2015
Avondale city, Arizona,04720,Female,26.0,1375.0,1629.0,2350.0,3384.0,1237.0,2853.0,330.0,575.0,1260.0,783.0,111.0,2015
Casas Adobes CDP, Arizona,10670,Female,307.0,1841.0,1657.0,1869.0,2530.0,1440.0,2067.0,218.0,416.0,1021.0,411.0,126.0,2015
Chandler city, Arizona,12000,Female,778.0,6252.0,8895.0,8736.0,9102.0,4022.0,7156.0,1204.0,2478.0,4358.0,3017.0,502.0,2015
Flagstaff city, Arizona,23620,Female,559.0,4236.0,5677.0,4636.0,1112.0,286.0,798.0,0.0,147.0,0.0,478.0,199.0,2015
Gilbert town, Arizona,27400,Female,805.0,4239.0,5597.0,8422.0,7552.0,3339.0,8132.0,1870.0,2514.0,6663.0,3030.0,539.0,2015
Glendale city, Arizona,27820,Female,611.0,4084.0,5227.0,7123.0,8013.0,3486.0,6890.0,2121.0,2729.0,3598.0,3072.0,693.0,2015
Goodyear city, Arizona,28380,Female,208.0,734.0,1225.0,2212.0,3948.0,794.0,1871.0,520.0,591.0,1953.0,1266.0,111.0,2015
Mesa city, Arizona,46000,Female,2307.0,8030.0,13862.0,14570.0,16091.0,6112.0,12553.0,3287.0,4482.0,7338.0,2925.0,809.0,2015
Peoria city, Arizona,54050,Female,568.0,2895.0,5674.0,4297.0,5376.0,3778.0,5490.0,1128.0,1830.0,3123.0,1265.0,245.0,2015
Phoenix city, Arizona,55000,Female,6635.0,24995.0,36856.0,50637.0,52565.0,24801.0,49930.0,8067.0,12556.0,24199.0,10708.0,4973.0,2015
San Tan Valley CDP, Arizona,64210,Female,1030.0,1047.0,865.0,1009.0,865.0,362.0,2188.0,186.0,1031.0,2967.0,2008.0,125.0,2015
Scottsdale city, Arizona,65000,Female,1247.0,5309.0,9050.0,7192.0,6699.0,4717.0,8355.0,2552.0,1886.0,3057.0,287.0,483.0,2015
Surprise city, Arizona,71510,Female,387.0,1620.0,3553.0,3739.0,3560.0,1485.0,2362.0,1098.0,1592.0,1832.0,3005.0,482.0,2015
Tempe city, Arizona,73000,Female,603.0,3937.0,5899.0,8666.0,6628.0,6820.0,4887.0,954.0,328.0,863.0,674.0,0.0,2015
Tucson city, Arizona,77000,Female,3086.0,12331.0,17232.0,20519.0,16561.0,7407.0,15254.0,1715.0,2553.0,4611.0,2598.0,1457.0,2015
Yuma city, Arizona,85540,Female,654.0,3197.0,4367.0,2926.0,2451.0,367.0,738.0,85.0,123.0,119.0,43.0,0.0,2015
Fayetteville city, Arkansas,23290,Female,1172.0,2301.0,4312.0,4211.0,2909.0,643.0,1124.0,400.0,400.0,1036.0,330.0,164.0,2015
Fort Smith city, Arkansas,24550,Female,635.0,2754.0,4994.0,3611.0,3442.0,156.0,949.0,0.0,0.0,200.0,124.0,148.0,2015
Jonesboro city, Arkansas,35710,Female,789.0,2568.0,7096.0,3289.0,1504.0,457.0,92.0,0.0,75.0,83.0,140.0,165.0,2015
Little Rock city, Arkansas,41000,Female,1392.0,4136.0,11982.0,9380.0,8989.0,2832.0,3058.0,644.0,664.0,562.0,688.0,249.0,2015
North Little Rock city, Arkansas,50450,Female,468.0,770.0,1826.0,2441.0,4642.0,615.0,1304.0,46.0,130.0,285.0,221.0,0.0,2015
Springdale city, Arkansas,66080,Female,235.0,3385.0,3143.0,3795.0,1336.0,585.0,1492.0,249.0,252.0,0.0,264.0,43.0,2015
Alameda city, California,00562,Female,202.0,1388.0,2080.0,2146.0,1547.0,1004.0,2591.0,430.0,1366.0,1923.0,2374.0,856.0,2015
Alhambra city, California,00884,Female,145.0,850.0,2097.0,2336.0,3478.0,1135.0,3724.0,493.0,642.0,2221.0,1955.0,256.0,2015
Anaheim city, California,02000,Female,953.0,5763.0,8729.0,13585.0,11000.0,4791.0,11494.0,1753.0,2277.0,4817.0,4489.0,1054.0,2015
Antioch city, California,02252,Female,78.0,1005.0,3453.0,2099.0,1458.0,1209.0,2226.0,230.0,521.0,2089.0,2630.0,4225.0,2015
Apple Valley town, California,02364,Female,364.0,1328.0,2183.0,1878.0,2099.0,611.0,1172.0,259.0,37.0,463.0,284.0,363.0,2015
Arden-Arcade CDP, California,02553,Female,551.0,1996.0,2937.0,4005.0,3819.0,1218.0,2678.0,692.0,369.0,646.0,395.0,83.0,2015
Bakersfield city, California,03526,Female,484.0,6774.0,12966.0,18288.0,14035.0,5156.0,6795.0,1352.0,503.0,1875.0,1154.0,1813.0,2015
Baldwin Park city, California,03666,Female,185.0,839.0,1411.0,2359.0,2577.0,914.0,1775.0,309.0,298.0,2201.0,756.0,257.0,2015
Bellflower city, California,04982,Female,357.0,661.0,959.0,2600.0,2033.0,645.0,1872.0,706.0,446.0,1661.0,1892.0,114.0,2015
Berkeley city, California,06000,Female,684.0,2223.0,3395.0,3846.0,3758.0,856.0,3224.0,525.0,933.0,3747.0,2498.0,766.0,2015
Buena Park city, California,08786,Female,169.0,539.0,1877.0,2528.0,2520.0,792.0,2585.0,282.0,733.0,1903.0,1246.0,495.0,2015
Burbank city, California,08954,Female,716.0,2752.0,2827.0,2703.0,2498.0,900.0,3564.0,720.0,1592.0,2993.0,2013.0,226.0,2015
Camarillo city, California,10046,Female,515.0,2248.0,2540.0,1295.0,1469.0,905.0,778.0,494.0,326.0,698.0,446.0,407.0,2015
Carlsbad city, California,11194,Female,0.0,1902.0,2782.0,4162.0,3040.0,644.0,2628.0,701.0,1097.0,2401.0,1628.0,413.0,2015
Carmichael CDP, California,11390,Female,86.0,910.0,1166.0,904.0,2865.0,2167.0,2346.0,411.0,616.0,712.0,260.0,83.0,2015
Carson city, California,11530,Female,154.0,2206.0,2330.0,3873.0,3303.0,984.0,2037.0,373.0,1638.0,1749.0,1327.0,763.0,2015
Chico city, California,13014,Female,936.0,5089.0,5308.0,3044.0,1202.0,598.0,1471.0,11.0,235.0,434.0,258.0,135.0,2015
Chino city, California,13210,Female,648.0,1366.0,1412.0,1447.0,1693.0,429.0,1818.0,260.0,467.0,1199.0,1270.0,609.0,2015
Chino Hills city, California,13214,Female,0.0,1549.0,2002.0,1010.0,1661.0,826.0,3642.0,665.0,1234.0,2073.0,1143.0,873.0,2015
Chula Vista city, California,13392,Female,813.0,3756.0,5063.0,7438.0,7293.0,2896.0,9984.0,1629.0,1506.0,5352.0,3294.0,1458.0,2015
Citrus Heights city, California,13588,Female,866.0,1253.0,2888.0,2305.0,4117.0,1495.0,2499.0,407.0,609.0,828.0,994.0,138.0,2015
Clovis city, California,14218,Female,677.0,1936.0,4574.0,4080.0,4221.0,1270.0,1737.0,144.0,121.0,431.0,94.0,492.0,2015
Compton city, California,15044,Female,318.0,808.0,1506.0,1959.0,3107.0,927.0,3125.0,179.0,619.0,823.0,2276.0,1070.0,2015
Concord city, California,16000,Female,0.0,2014.0,3939.0,4110.0,3916.0,1162.0,3722.0,178.0,1229.0,2769.0,4357.0,1892.0,2015
Corona city, California,16350,Female,454.0,3316.0,4594.0,4168.0,3012.0,1512.0,2635.0,1519.0,2459.0,3271.0,4419.0,1275.0,2015
Costa Mesa city, California,16532,Female,139.0,3159.0,5483.0,4206.0,5441.0,1282.0,4263.0,491.0,363.0,478.0,1398.0,765.0,2015
Daly City city, California,17918,Female,291.0,1847.0,2072.0,4831.0,3975.0,1174.0,4756.0,392.0,1039.0,3513.0,2303.0,442.0,2015
Davis city, California,18100,Female,478.0,1726.0,2751.0,2196.0,2366.0,845.0,1407.0,349.0,246.0,765.0,361.0,257.0,2015
Downey city, California,19766,Female,400.0,1591.0,1912.0,4787.0,3068.0,1659.0,4154.0,771.0,1310.0,4041.0,1817.0,649.0,2015
East Los Angeles CDP, California,20802,Female,48.0,541.0,1659.0,3809.0,3622.0,2584.0,3465.0,662.0,681.0,1632.0,1042.0,169.0,2015
El Cajon city, California,21712,Female,252.0,1664.0,2164.0,2485.0,2319.0,1668.0,2567.0,561.0,679.0,801.0,1584.0,36.0,2015
Elk Grove city, California,22020,Female,685.0,1525.0,3150.0,4456.0,4358.0,3122.0,6561.0,1160.0,1480.0,5707.0,2265.0,525.0,2015
El Monte city, California,22230,Female,165.0,757.0,2279.0,2360.0,3432.0,796.0,2580.0,238.0,1007.0,3057.0,1665.0,277.0,2015
Escondido city, California,22804,Female,554.0,2497.0,5973.0,5425.0,3385.0,1818.0,4801.0,661.0,1076.0,2588.0,1247.0,459.0,2015
Fairfield city, California,23182,Female,500.0,2583.0,3747.0,3456.0,2695.0,1324.0,2320.0,776.0,625.0,1749.0,1927.0,1041.0,2015
Florence-Graham CDP, California,24477,Female,60.0,419.0,930.0,1075.0,1862.0,814.0,1858.0,265.0,756.0,866.0,1444.0,158.0,2015
Folsom city, California,24638,Female,243.0,2173.0,2169.0,2420.0,1431.0,782.0,1886.0,766.0,630.0,976.0,482.0,263.0,2015
Fontana city, California,24680,Female,269.0,2597.0,4577.0,6096.0,6414.0,2867.0,6278.0,1282.0,937.0,2094.0,2981.0,2445.0,2015
Fremont city, California,26000,Female,27.0,2097.0,3798.0,4854.0,3214.0,1922.0,4105.0,624.0,2620.0,4943.0,4432.0,1438.0,2015
Fresno city, California,27000,Female,1552.0,7793.0,16209.0,26406.0,14868.0,5503.0,9588.0,733.0,1145.0,2804.0,2776.0,1195.0,2015
Fullerton city, California,28000,Female,550.0,3288.0,3693.0,4654.0,4200.0,1721.0,2842.0,808.0,1774.0,3179.0,2657.0,900.0,2015
Garden Grove city, California,29000,Female,524.0,3386.0,4821.0,5705.0,6445.0,3021.0,5465.0,883.0,1114.0,2562.0,2399.0,599.0,2015
Glendale city, California,30000,Female,651.0,2467.0,6044.0,6771.0,5708.0,2094.0,6742.0,1196.0,1225.0,3492.0,3631.0,403.0,2015
